30	946	1	13.16
30	647	5	114.00
30	892	3	69.57
30	1201	3	16.50
30	1048	1	22.95
30	51	3	43.83
30	802	4	71.72
31	301	1	12.22
31	71	3	42.51
31	1186	2	32.18
31	1364	5	25.45
31	333	4	49.68
31	1011	2	17.16
32	722	5	98.50
32	827	3	56.73
32	1413	4	68.40
32	174	1	13.74
32	1173	3	43.32
32	1038	4	92.88
32	887	5	102.75
32	208	5	64.80
32	486	2	41.42
33	1275	4	38.80
33	519	4	70.40
33	352	3	63.27
33	284	1	18.16
33	538	1	14.49
33	968	4	23.28
33	175	2	48.68
34	615	5	89.65
34	50	2	11.98
34	647	1	22.80
35	80	1	21.26
35	462	3	67.38
35	700	4	20.60
35	1075	2	51.40
35	1090	1	25.30
35	566	2	14.18
35	365	1	14.37
36	14	1	15.57
37	1013	5	126.00
37	392	5	45.60
37	339	2	32.90
37	1334	1	24.70
37	271	4	55.56
37	1206	3	53.73
37	749	3	19.77
37	894	1	22.16
37	1091	2	36.20
37	112	3	76.56
38	1221	5	105.85
38	334	2	43.86
38	122	3	19.89
38	109	4	44.24
38	1048	4	91.80
38	619	1	10.89
38	804	2	11.46
38	549	3	28.77
38	110	3	31.86
38	1181	5	98.85
39	1409	2	42.46
39	76	4	48.44
39	548	4	77.80
39	1290	3	32.55
39	235	3	68.88
39	1432	1	11.63
39	356	1	22.33
39	753	5	116.35
39	261	1	21.44
40	611	2	36.36
40	1321	5	128.55
41	1359	2	15.40
41	175	4	97.36
41	15	2	22.44
41	1416	2	44.96
41	1231	3	72.24
41	4	3	24.48
41	1201	4	21.40
41	593	1	23.92
41	844	1	19.52
42	1394	1	21.48
42	302	5	61.20
42	115	1	8.83
42	444	1	6.14
43	716	2	47.40
43	870	2	42.72
43	932	2	44.40
43	1147	1	18.18
43	340	5	65.80
43	227	5	126.60
43	625	2	39.16
44	1363	1	14.40
44	97	3	23.85
44	340	5	65.80
45	1204	1	9.30
45	602	3	76.62
45	395	2	42.40
45	575	5	113.15
45	588	1	22.20
45	927	3	55.20
45	585	3	38.46
45	6	1	22.30
45	1227	4	92.64
45	1429	5	79.50
46	500	1	24.81
46	576	4	29.00
46	17	1	15.98
46	1416	2	44.96
46	1385	1	21.61
46	1233	5	99.70
46	144	1	15.51
46	8	4	76.12
46	229	2	23.86
46	1050	5	115.35
47	301	5	61.10
47	366	4	98.60
48	822	3	32.19
48	415	1	12.79
48	1251	1	9.38
48	769	4	74.72
48	531	1	14.39
48	314	2	27.12
48	407	3	65.73
48	693	4	77.60
48	445	5	64.80
48	217	2	27.50
49	932	2	44.40
49	1148	1	23.27
49	120	4	91.96
49	39	2	39.58
49	302	1	12.24
49	421	2	13.80
49	577	3	26.28
49	557	3	69.75
49	5	3	27.18
49	1107	2	46.78
50	1322	4	96.84
50	1165	1	13.47
50	1296	4	44.60
50	1242	3	70.53
50	979	2	14.66
50	1375	1	11.15
51	493	5	74.50
51	1243	2	41.64
52	748	2	27.72
52	805	4	40.68
52	107	1	23.88
52	309	1	12.70
52	209	3	66.81
52	284	3	54.48
52	1307	5	85.15
52	499	2	42.24
53	1014	2	15.50
53	1166	1	15.35
54	264	4	41.96
54	75	2	28.66
54	1375	3	33.45
54	799	5	90.55
54	52	2	48.44
54	1112	4	101.68
54	1207	2	43.60
54	1204	2	18.60
54	1119	2	20.12
55	1407	1	22.10
56	555	5	116.15
56	1014	1	7.75
56	271	1	13.89
56	823	3	63.90
56	582	4	26.48
56	395	2	42.40
56	69	4	92.80
57	351	1	24.43
57	929	5	57.15
57	1283	2	32.96
57	968	4	23.28
57	346	1	21.95
57	1302	4	84.16
57	83	2	28.62
58	117	3	66.90
58	35	4	24.36
58	387	5	98.50
58	853	1	20.31
58	230	1	20.19
58	1094	5	121.85
59	839	3	15.30
59	24	1	21.31
59	1249	1	21.25
59	569	1	5.69
59	586	1	15.22
59	778	3	77.55
59	841	1	12.34
59	1298	3	53.22
59	530	2	34.76
59	385	1	19.68
60	800	5	43.30
61	341	5	49.30
61	585	1	12.82
61	929	1	11.43
61	609	3	45.72
61	1279	2	22.38
61	10	5	81.50
61	1412	2	36.86
61	1154	1	7.38
62	1227	1	23.16
63	118	5	90.50
63	231	3	70.32
63	591	4	33.56
63	1179	5	25.15
63	854	2	36.98
63	1411	2	25.70
63	732	3	44.88
64	666	3	26.88
64	413	2	47.62
64	999	2	16.60
64	988	1	8.94
64	509	5	90.45
64	1423	3	69.48
64	879	3	23.31
64	993	5	92.65
64	1237	5	124.55
64	1375	2	22.30
65	1054	1	6.51
65	646	2	47.72
65	847	3	45.24
65	1127	4	41.80
65	1379	3	51.42
65	787	5	100.80
65	844	2	39.40
65	332	3	28.59
66	277	5	94.95
66	815	5	67.50
66	882	3	57.15
66	698	5	84.65
66	984	2	12.48
66	1312	2	19.56
66	1041	2	46.78
67	412	4	46.76
67	174	2	27.48
67	189	4	78.96
67	270	2	44.24
68	864	4	65.16
68	390	3	20.76
69	76	3	36.33
70	844	5	97.60
70	834	4	69.64
70	1109	5	127.95
70	1188	1	24.83
70	883	4	42.32
70	104	3	26.40
70	1312	5	48.90
70	18	4	56.20
70	1198	3	71.49
70	624	3	27.21
71	867	5	84.45
71	1168	1	11.56
72	1112	4	101.68
72	1231	1	24.80
72	299	1	8.24
72	411	3	41.58
72	422	2	25.18
72	658	4	45.60
72	597	4	94.24
72	398	2	29.20
73	1121	1	21.17
73	365	5	71.85
73	1224	3	42.36
73	473	2	42.24
73	1233	2	39.88
73	732	1	14.96
73	1156	4	41.36
73	585	3	38.46
73	32	5	47.40
73	595	4	38.80
74	849	5	55.30
74	925	2	16.50
74	716	4	94.80
74	691	2	24.30
74	840	2	48.70
74	554	5	118.90
74	1303	1	20.34
74	659	1	20.90
74	676	2	44.72
75	756	3	74.49
75	1013	1	25.20
76	851	2	47.70
76	672	1	17.47
76	611	4	72.72
77	1320	5	124.50
77	1009	2	37.60
77	1427	5	120.85
77	210	4	66.16
77	346	3	65.85
77	21	5	26.45
77	1064	4	67.24
77	1010	3	62.70
77	980	3	33.81
77	1157	1	22.57
78	27	3	42.18
78	919	2	23.66
78	15	2	22.44
78	605	1	14.70
79	73	2	42.18
79	526	1	11.42
79	578	5	111.50
79	1164	5	27.70
79	350	1	24.74
79	735	2	32.56
79	415	1	12.79
80	892	1	23.19
81	169	1	18.11
81	229	4	47.72
81	890	2	39.16
81	211	1	24.88
82	394	1	21.74
82	685	3	67.44
82	570	2	25.42
82	976	2	47.22
82	1008	1	14.95
82	296	5	89.90
82	629	5	28.15
82	119	1	7.32
82	1315	3	49.20
83	1294	2	23.24
83	886	2	31.34
83	243	2	47.30
83	351	1	24.43
83	1086	1	6.12
83	454	2	21.10
83	1020	3	76.50
83	347	5	70.90
83	1085	3	32.19
84	1226	5	26.55
84	603	1	14.29
84	1401	1	12.37
84	291	1	22.99
84	1066	5	120.80
84	189	2	39.48
84	805	2	20.34
84	82	3	27.33
85	990	4	96.64
85	753	2	46.54
85	682	4	32.28
85	130	2	33.68
85	1012	4	21.52
85	547	4	58.80
86	271	4	55.56
86	361	5	124.40
86	260	1	18.94
86	187	4	92.48
86	1321	4	102.84
86	214	5	120.75
86	1432	1	11.63
86	205	5	65.10
86	684	3	75.90
87	62	4	81.24
87	1064	2	33.62
87	611	2	36.36
87	1164	1	5.54
87	237	4	78.48
87	1309	4	22.12
87	1129	5	63.70
87	151	2	20.30
88	530	4	69.52
88	1324	2	25.42
88	376	1	13.88
88	1252	1	23.13
88	560	1	13.94
88	1421	5	33.55
88	594	5	93.75
88	675	1	16.81
88	1369	4	91.36
89	284	5	90.80
89	864	2	32.58
89	878	3	65.52
89	1205	4	86.68
89	1260	3	48.84
89	1363	1	14.40
89	837	2	24.18
89	640	3	37.80
89	191	2	51.52
89	501	5	76.75
90	280	1	8.96
90	388	5	34.50
91	1010	3	62.70
91	1412	5	92.15
91	526	2	22.84
91	535	2	43.58
91	1117	3	19.80
91	366	3	73.95
91	577	1	8.76
92	1202	5	39.70
92	396	1	21.76
92	197	2	33.46
92	820	4	98.40
92	358	3	48.18
92	1063	4	87.60
92	1305	5	119.30
92	16	5	52.25
93	902	3	20.76
93	1341	4	76.48
93	571	4	55.56
93	38	3	65.22
93	1002	1	14.63
93	614	4	48.76
93	375	5	41.85
93	612	2	39.44
93	1405	2	43.98
93	605	1	14.70
94	1333	4	79.88
94	867	3	50.67
94	1066	5	120.80
94	130	4	67.36
94	550	2	13.40
94	1038	4	92.88
94	648	2	30.74
94	908	5	109.30
95	367	4	43.56
95	201	4	85.24
95	1277	1	24.66
95	1261	2	51.78
95	1089	3	39.12
95	66	2	14.46
96	550	4	26.80
96	1252	1	23.13
96	601	2	27.66
96	1147	1	18.18
96	1011	4	34.32
96	1397	2	17.20
97	1031	5	73.20
98	125	1	9.69
98	549	1	9.59
98	829	2	28.64
98	193	1	21.41
98	1298	3	53.22
98	265	5	37.75
98	1151	5	91.85
98	1376	4	96.40
98	531	2	28.78
98	1075	2	51.40
99	359	4	98.72
99	19	3	63.63
99	805	4	40.68
100	1307	1	17.30
100	1238	5	69.50
100	629	4	22.52
100	1182	1	12.14
100	60	5	80.60
100	413	2	47.62
100	686	1	17.80
100	259	5	87.50
101	1075	5	128.50
101	89	4	75.40
101	869	1	11.75
101	1098	5	123.45
101	737	5	102.10
101	1218	4	25.16
101	50	3	17.97
101	351	4	97.72
101	1291	4	69.88
101	902	5	34.60
102	840	1	24.35
102	283	5	119.20
102	461	2	26.96
102	707	3	67.14
102	839	5	25.50
103	1252	5	115.65
103	941	2	51.48
103	934	2	49.30
104	417	5	93.60
104	125	1	9.69
104	1332	2	51.86
104	296	5	89.90
104	686	5	89.00
104	411	4	55.44
104	448	3	37.50
105	380	1	19.78
105	434	4	92.64
105	1330	5	93.20
105	1021	2	39.62
105	560	4	55.76
105	297	2	37.80
105	757	4	83.92
105	239	2	41.72
105	550	5	32.60
106	894	5	110.80
106	230	1	20.19
106	43	2	18.32
106	1261	3	77.67
106	587	5	117.15
106	211	3	74.64
106	1391	4	99.72
107	364	3	72.60
107	847	1	15.80
107	706	2	51.20
108	211	3	74.64
109	439	1	14.91
109	415	1	12.79
109	473	2	42.24
109	132	5	121.15
110	142	1	17.78
110	149	4	56.40
111	189	1	19.74
111	122	3	19.89
111	113	5	111.85
111	1174	3	19.71
111	176	1	11.13
111	870	3	64.80
112	461	3	40.44
112	115	3	26.49
112	596	1	14.85
112	1379	4	68.56
112	881	2	27.58
112	868	1	18.56
113	1378	5	119.30
114	1009	1	18.80
114	472	3	27.21
114	553	1	15.16
115	1002	4	58.52
115	226	3	38.34
115	1056	5	91.75
115	106	3	26.52
115	535	5	108.95
116	1032	4	28.80
116	773	2	15.26
116	1165	1	13.47
116	15	1	11.22
116	1228	1	17.32
116	24	5	106.55
116	1305	5	119.30
116	1267	4	60.48
116	136	2	16.18
117	1208	4	93.72
117	509	5	90.45
117	1038	3	69.66
117	50	4	23.96
117	580	4	78.48
117	1117	5	33.00
117	975	2	13.34
117	315	1	18.85
117	362	5	70.40
118	1290	3	32.55
118	910	1	18.90
118	1418	5	27.50
119	1075	4	102.80
119	700	4	20.60
119	1006	2	13.20
119	1202	1	7.94
119	1237	2	49.82
119	131	1	24.46
120	1079	2	41.20
120	799	1	18.11
120	1277	1	24.66
121	1275	4	38.80
121	518	1	19.55
121	596	5	74.25
121	580	1	19.62
121	429	3	55.80
121	1164	2	11.80
122	990	5	120.80
122	420	3	39.75
122	824	2	11.30
122	15	3	33.66
122	18	2	28.10
123	299	2	16.48
123	595	3	29.10
123	799	5	90.55
123	901	5	79.80
123	1374	2	23.20
123	1033	2	25.92
124	45	1	16.80
124	415	5	63.95
124	919	2	23.66
124	1312	4	39.12
124	842	5	115.20
124	8	1	19.30
124	251	2	33.00
124	110	3	31.86
124	300	3	18.12
124	623	1	23.26
125	1007	5	83.80
125	239	5	104.30
125	1344	2	49.56
125	1406	2	50.12
126	402	5	119.65
126	1295	3	19.50
126	397	4	83.52
126	136	4	32.36
126	435	1	12.28
126	1118	5	64.60
126	981	1	20.49
126	695	4	85.68
126	551	4	24.68
126	928	1	14.30
127	1154	1	7.38
127	886	4	62.68
127	1064	2	33.62
127	721	5	32.60
127	825	1	17.54
127	239	1	20.86
128	811	1	14.46
128	690	3	77.70
128	1397	2	17.20
128	165	1	5.28
129	1378	5	119.30
129	499	4	84.48
129	247	2	36.60
129	241	2	45.76
129	330	2	35.30
129	849	4	44.24
129	982	2	24.90
129	36	2	21.92
129	861	1	14.10
129	880	5	46.20
130	132	3	72.69
130	1120	1	17.11
130	1147	1	18.18
131	250	1	11.11
131	520	3	65.79
131	1011	5	42.90
132	751	1	14.23
132	1107	3	70.17
132	396	1	21.76
132	107	5	119.40
132	605	4	56.28
132	1336	1	9.28
133	299	1	8.24
133	821	2	37.68
133	112	1	25.52
133	214	2	48.30
133	1132	4	32.80
133	493	1	14.81
133	1324	5	63.55
133	816	3	67.11
134	555	1	23.23
134	569	5	28.45
134	803	5	44.25
134	601	5	69.15
135	654	3	70.86
135	392	2	18.24
135	707	5	111.90
135	151	3	30.45
135	803	1	8.85
136	222	3	38.91
136	737	3	61.26
136	1059	4	66.40
136	651	2	33.96
136	1010	4	82.76
136	839	5	25.50
136	364	3	72.60
136	1393	5	85.10
136	1217	3	46.47
137	1252	4	92.52
137	1028	4	20.20
137	1295	5	31.75
137	422	2	25.18
137	1244	1	18.97
137	689	2	40.40
137	1167	1	11.63
137	1031	3	43.92
138	1331	5	50.90
138	229	5	59.65
138	1336	4	37.12
138	1298	1	17.74
138	651	1	16.98
138	913	2	44.80
138	919	3	35.49
138	859	1	25.50
139	596	1	14.85
140	149	1	14.10
141	29	5	32.45
141	466	1	9.46
141	985	2	25.10
141	647	2	45.60
141	1063	5	109.50
142	1331	2	20.36
142	131	5	122.30
142	1385	1	21.61
142	951	2	36.48
142	189	2	39.48
142	1047	1	22.37
142	1423	5	115.80
143	551	3	18.51
143	1058	5	109.80
143	384	2	43.12
144	204	2	41.72
144	1015	4	23.72
144	903	1	15.45
144	1351	3	57.21
144	333	5	62.10
144	382	5	59.60
144	1125	1	16.45
144	1078	2	33.24
145	121	3	50.25
145	1187	5	97.30
145	831	1	21.91
145	415	2	25.58
145	1146	2	24.36
145	161	2	48.82
146	1253	4	21.52
146	378	4	24.84
146	1358	3	19.86
146	492	2	15.10
147	556	1	6.16
147	1148	5	116.35
147	1221	2	42.34
147	161	2	48.82
147	850	1	7.86
147	813	4	44.60
147	538	2	28.98
147	886	5	78.35
147	1099	1	19.40
147	1243	1	20.82
148	520	1	21.93
148	1394	5	107.40
148	380	5	98.90
148	246	1	9.90
149	1121	1	21.17
149	30	3	52.11
150	292	3	20.58
150	658	5	57.00
150	439	3	44.73
150	624	2	18.14
150	308	2	23.76
150	1330	3	55.92
150	623	4	93.40
150	727	3	17.58
150	931	3	29.64
150	892	3	69.57
151	165	3	15.84
151	461	1	13.48
151	1069	4	71.80
152	104	3	26.40
152	999	1	8.30
152	553	3	45.48
152	549	1	9.59
152	1080	5	86.15
152	1085	3	32.19
152	1028	2	10.10
153	717	4	86.36
153	115	3	26.49
153	304	5	127.55
153	400	2	29.44
153	891	5	97.45
153	1395	2	32.86
154	168	1	9.60
154	1009	4	75.20
154	778	4	103.40
154	1204	4	36.12
154	218	4	76.12
154	699	4	54.48
154	1093	2	42.90
155	611	3	54.54
155	153	1	22.88
155	568	2	28.44
155	72	5	81.40
156	1312	2	19.56
156	1371	5	43.75
156	1065	3	65.40
156	1219	4	68.68
156	914	5	79.35
156	882	4	76.20
156	1195	5	44.95
156	113	3	67.11
156	1358	3	19.86
156	690	1	25.69
157	458	1	25.31
157	982	5	62.25
157	387	2	39.22
157	962	5	107.15
157	235	2	45.92
157	378	4	24.84
157	1195	3	26.97
157	838	5	52.80
158	770	2	22.76
158	1291	3	52.41
158	974	3	20.16
158	32	5	47.40
158	137	5	125.45
158	1156	5	51.70
158	473	5	105.60
158	573	2	28.20
159	1057	2	36.66
159	749	2	13.18
159	1119	4	40.24
159	280	1	8.96
159	1062	4	23.32
159	1060	2	28.60
159	136	5	40.45
159	566	5	35.45
159	1014	1	7.75
160	1400	1	10.51
161	263	5	58.80
161	105	1	23.92
161	609	5	76.20
161	420	2	26.50
161	588	3	66.60
161	104	2	17.36
161	886	2	31.34
161	579	5	59.75
161	711	4	27.96
161	515	1	21.26
162	920	4	59.36
162	350	5	123.70
163	1411	5	64.25
163	634	2	44.70
163	202	5	69.75
163	1301	5	114.95
163	787	1	20.16
163	533	3	49.29
163	1262	1	13.59
164	876	4	46.68
164	747	1	5.76
164	1094	2	48.74
164	1402	1	24.28
164	529	5	62.35
164	145	1	6.51
164	92	2	39.20
164	390	1	6.92
164	809	3	31.62
165	33	5	67.15
165	150	5	101.65
165	325	3	43.17
165	309	5	60.35
165	437	2	30.68
166	631	5	73.35
166	890	3	58.74
166	1146	3	36.54
166	1174	4	26.28
166	433	5	72.30
166	785	3	30.39
166	1363	3	43.20
166	382	4	47.68
167	1093	1	21.45
168	1069	1	17.77
168	1238	3	41.43
169	980	2	22.54
169	530	4	69.52
170	757	5	104.90
170	198	1	22.26
170	1346	2	39.38
170	1080	5	86.15
170	1108	4	86.12
170	1236	1	25.58
170	1253	2	10.76
171	544	4	32.68
171	965	5	89.90
171	1198	4	95.32
172	1064	1	16.81
173	392	2	18.24
173	227	4	101.28
173	648	3	46.11
173	512	4	49.00
173	928	4	56.12
174	1119	5	50.30
174	148	3	72.81
174	582	4	26.48
174	851	4	95.40
174	785	3	30.39
174	271	3	41.67
174	1291	2	34.94
174	483	2	24.20
174	631	5	73.35
175	482	3	57.27
175	1319	1	21.60
175	1205	4	86.68
176	499	4	84.48
176	914	1	15.87
176	551	5	30.85
176	747	5	28.80
176	1419	5	101.20
176	587	2	46.86
176	578	3	66.90
176	1412	5	92.15
177	629	3	16.89
177	1282	3	40.20
177	1363	3	43.20
177	350	3	74.22
177	191	3	77.28
177	864	3	48.87
177	1374	1	11.51
177	587	2	46.86
177	1254	2	45.90
177	1412	3	55.29
178	613	3	56.40
178	5	1	9.60
178	524	2	26.14
179	518	5	97.75
180	198	3	66.78
180	264	5	52.45
180	390	1	6.92
180	237	2	39.24
180	1078	3	49.86
180	605	3	42.21
180	956	4	44.40
180	870	2	42.72
180	714	4	65.20
181	403	3	50.61
181	335	4	78.84
181	116	1	6.25
181	762	3	31.59
181	1049	4	26.32
181	162	5	44.50
181	1154	1	7.38
181	1322	4	96.84
182	1357	2	26.56
183	889	5	107.60
183	590	2	30.60
183	1191	1	7.78
183	891	4	77.96
183	957	1	18.12
184	1236	2	51.16
184	1156	4	41.36
184	156	1	7.87
184	850	5	39.30
184	1242	4	94.40
184	922	1	5.38
184	616	1	23.24
184	1187	5	97.30
184	2	3	58.47
185	628	1	15.80
186	270	1	22.12
187	865	4	47.76
188	1193	1	5.80
188	197	4	66.92
188	853	2	40.62
188	285	3	54.75
189	1157	3	67.71
189	1202	4	31.76
189	124	5	60.30
189	955	4	51.76
189	587	4	93.72
189	1237	3	74.73
189	1306	2	44.88
190	1198	4	95.32
190	181	4	35.28
190	862	5	59.95
191	163	1	22.80
191	346	5	109.75
191	388	4	27.60
191	1131	3	73.14
191	327	5	43.95
191	1343	2	26.46
192	121	5	83.75
192	1421	5	33.55
192	535	5	108.95
192	440	5	78.20
192	340	1	13.16
192	1265	1	23.57
192	235	4	91.84
192	988	4	35.76
192	1090	5	125.15
192	468	1	14.10
193	523	5	105.85
193	1366	5	57.15
193	1017	5	72.85
193	1376	2	48.20
193	576	1	7.25
193	612	1	19.72
194	736	5	118.60
194	285	3	54.75
194	585	2	25.64
194	198	1	22.26
194	747	4	23.40
194	1203	4	36.88
194	194	5	126.30
194	552	2	15.70
194	744	5	124.45
194	863	3	67.50
195	1171	2	26.30
195	572	3	25.29
195	1419	1	20.24
195	1211	4	24.44
195	1243	2	41.64
195	310	4	101.56
195	1429	5	79.50
195	596	4	59.40
195	386	5	102.50
196	466	5	47.30
196	707	2	44.76
197	912	3	53.25
197	1097	4	74.80
197	766	1	16.30
198	1420	5	49.80
198	1430	2	33.88
198	891	1	19.49
198	559	4	43.48
198	32	1	9.48
198	9	2	44.66
198	395	4	84.80
199	408	5	117.55
199	6	5	111.50
199	548	4	77.80
199	411	3	41.58
199	1233	1	19.94
199	525	4	83.36
199	841	5	61.70
200	876	2	23.34
200	981	4	81.96
200	191	4	103.40
200	376	3	41.64
200	171	3	49.50
200	466	4	37.84
200	262	1	13.46
200	653	1	14.93
200	139	4	96.80
200	903	3	46.35
201	310	5	126.95
201	317	5	83.50
201	148	2	48.54
201	754	3	66.81
201	150	5	101.65
202	1074	1	12.33
202	280	5	44.80
202	1010	5	103.45
202	194	5	126.30
202	619	1	10.89
203	788	2	37.66
203	298	1	8.96
203	406	5	68.90
203	415	2	25.58
204	1307	1	17.30
204	394	1	21.74
204	787	5	100.80
204	1379	3	51.42
204	834	2	34.82
204	1339	4	36.36
204	110	5	53.10
204	597	4	94.24
204	89	4	75.40
204	104	1	8.68
205	802	5	89.65
205	1058	2	43.92
205	576	3	21.75
205	1303	2	40.68
205	182	2	51.82
205	1195	5	44.95
205	589	4	44.16
205	416	2	31.22
205	1167	5	58.15
205	299	2	16.48
206	38	2	43.48
206	45	4	64.32
206	436	5	69.10
206	18	1	14.50
206	285	4	73.00
207	365	4	57.48
207	927	5	92.00
207	461	5	67.40
207	740	1	19.45
207	1076	5	106.70
207	1286	4	23.40
207	1405	1	21.99
207	946	1	13.16
207	828	1	23.70
208	386	5	102.50
208	685	1	22.48
208	1165	2	26.94
208	312	5	51.25
208	919	1	11.83
208	79	2	24.46
209	815	4	53.64
209	559	3	32.61
210	1167	1	11.63
210	1026	2	34.12
211	1075	5	128.50
211	1252	2	46.26
211	163	3	68.40
211	306	1	23.24
211	152	3	21.93
211	1121	4	84.68
211	1014	4	31.00
211	1396	4	26.24
211	104	3	26.40
212	1176	4	51.40
212	85	5	43.85
212	525	2	41.68
212	578	4	89.20
212	1014	4	31.00
212	1080	4	68.92
212	210	4	66.16
212	1186	2	32.18
212	213	4	23.80
212	892	2	46.38
213	809	3	31.62
213	1149	3	17.37
213	596	3	44.55
213	1156	5	51.70
213	1116	4	42.76
213	1098	5	123.45
213	369	4	20.40
213	1409	2	42.46
213	885	1	18.58
213	1305	4	95.44
214	62	2	40.62
214	120	4	91.96
214	132	2	48.46
214	962	2	42.86
214	873	5	75.30
215	773	3	22.89
215	76	4	48.44
215	382	3	35.76
215	981	3	61.47
215	1298	1	17.74
215	1329	2	37.48
215	1420	5	49.80
215	575	3	67.89
215	1097	2	37.40
216	1074	5	61.65
216	654	2	47.24
216	411	4	55.44
217	761	1	5.36
217	174	4	54.96
217	826	4	68.52
217	518	2	39.10
217	124	2	24.12
217	1425	5	42.30
217	1284	2	48.38
217	1407	1	22.10
218	1134	3	52.32
218	375	1	8.37
219	655	5	45.50
219	398	4	58.40
219	535	2	43.58
219	772	2	51.20
219	1226	2	10.62
219	948	4	92.52
219	623	3	69.78
219	80	4	85.40
219	1266	1	7.66
219	1181	5	98.85
220	643	1	11.21
220	623	3	69.78
220	1339	4	36.36
220	681	2	31.30
221	1135	3	55.83
221	901	1	15.96
221	951	1	18.24
221	62	1	20.31
221	138	1	7.20
221	1087	1	9.62
221	749	3	19.77
222	1400	3	31.53
222	980	3	33.81
222	321	4	20.28
222	119	4	29.28
222	813	4	44.60
222	1170	1	21.37
222	1125	4	65.80
223	412	1	11.69
223	1273	4	91.48
223	1081	4	78.40
223	1422	1	16.26
223	825	2	35.80
223	1084	2	21.72
223	1396	5	32.80
223	247	2	36.60
223	237	5	98.10
223	1154	1	7.38
224	889	2	43.40
224	1227	3	69.48
224	1013	2	50.40
224	227	2	50.64
224	330	2	35.30
224	514	4	58.20
224	1007	1	16.76
225	67	4	65.00
225	367	1	10.89
226	19	3	63.63
226	635	2	34.40
226	89	4	75.40
